"sample","outcome_label","outcome_value","prediction","prob0","prob1","biomarkers"
"contact237","stoolneg",1,1,0.42829475511159,0.57170524488841,"Ogvctiter2_new_titers"
"contact238","stoolneg",1,1,0.401036069945706,0.598963930054293,"Ogvctiter2_new_titers"
"contact238","stoolneg",1,1,0.467045547658397,0.532954452341603,"vibogaw"
"contact239","stoolneg",0,1,0.44548931464992,0.55451068535008,"vibogaw"
"contact239","stoolneg",0,1,0.392069015886934,0.607930984113066,"Ogvctiter2_new_titers"
"contact240","stoolneg",1,1,0.316362109918805,0.683637890081195,"vibogaw"
"contact240","stoolneg",1,1,0.32622966044963,0.67377033955037,"Ogvctiter2_new_titers"
"contact241","stoolneg",1,1,0.430173645119931,0.569826354880069,"Ogvctiter2_new_titers"
"contact241","stoolneg",1,0,0.609827410098502,0.390172589901497,"vibogaw"
"contact242","stoolneg",1,1,0.397118740856667,0.602881259143333,"vibogaw"
"contact242","stoolneg",1,1,0.465068421658322,0.534931578341678,"Ogvctiter2_new_titers"
"contact243","stoolneg",1,0,0.73419615994171,0.26580384005829,"Ogvctiter2_new_titers"
"contact243","stoolneg",1,0,0.748627988355814,0.251372011644186,"vibogaw"
"contact89","stoolneg",1,1,0.412954511883885,0.587045488116115,"vibogaw"
"contact89","stoolneg",1,1,0.435738354112349,0.564261645887651,"Ogvctiter2_new_titers"
"contact90","stoolneg",1,1,0.358303956037083,0.641696043962917,"vibogaw"
"contact90","stoolneg",1,1,0.440199419603445,0.559800580396555,"Ogvctiter2_new_titers"
"contact244","stoolneg",1,1,0.211360457791264,0.788639542208736,"vibogaw"
"contact244","stoolneg",1,1,0.431343172934737,0.568656827065263,"Ogvctiter2_new_titers"
"contact245","stoolneg",0,1,0.477929840562775,0.522070159437225,"vibogaw"
"contact245","stoolneg",0,1,0.353552602810846,0.646447397189154,"Ogvctiter2_new_titers"
"contact246","stoolneg",0,1,0.400651909433876,0.599348090566124,"vibogaw"
"contact246","stoolneg",0,1,0.288219016887825,0.711780983112175,"Ogvctiter2_new_titers"
"contact247","stoolneg",1,1,0.378544375907031,0.621455624092969,"Ogvctiter2_new_titers"
"contact247","stoolneg",1,1,0.32059996489149,0.67940003510851,"vibogaw"
"contact248","stoolneg",1,1,0.150663796699517,0.849336203300484,"Ogvctiter2_new_titers"
"contact248","stoolneg",1,1,0.0938955533802284,0.906104446619772,"vibogaw"
"contact249","stoolneg",1,1,0.395985776444059,0.604014223555941,"Ogvctiter2_new_titers"
"contact249","stoolneg",1,1,0.340919147390278,0.659080852609722,"vibogaw"
"contact250","stoolneg",1,0,0.620429313097465,0.379570686902535,"vibogaw"
"contact250","stoolneg",1,1,0.375161812954847,0.624838187045153,"Ogvctiter2_new_titers"
"contact251","stoolneg",1,0,0.558941228577066,0.441058771422934,"vibogaw"
"contact251","stoolneg",1,1,0.45917725148089,0.54082274851911,"Ogvctiter2_new_titers"
"contact253","stoolneg",1,1,0.438183151974446,0.561816848025554,"Ogvctiter2_new_titers"
"contact253","stoolneg",1,0,0.615301402553416,0.384698597446584,"vibogaw"
"contact254","stoolneg",0,1,0.282962543850199,0.717037456149801,"vibogaw"
"contact254","stoolneg",0,1,0.245165772046151,0.754834227953849,"Ogvctiter2_new_titers"
"contact255","stoolneg",0,1,0.422981292834274,0.577018707165726,"Ogvctiter2_new_titers"
"contact255","stoolneg",0,1,0.411773303940643,0.588226696059357,"vibogaw"
"contact256","stoolneg",0,1,0.474570664792725,0.525429335207275,"Ogvctiter2_new_titers"
"contact256","stoolneg",0,1,0.29263864241194,0.70736135758806,"vibogaw"
"contact91","stoolneg",1,1,0.38264241654888,0.61735758345112,"vibogaw"
"contact91","stoolneg",1,1,0.464017165428311,0.535982834571688,"Ogvctiter2_new_titers"
"contact259","stoolneg",1,1,0.377724668339916,0.622275331660084,"Ogvctiter2_new_titers"
"contact259","stoolneg",1,1,0.364588461426774,0.635411538573226,"vibogaw"
"contact260","stoolneg",1,1,0.458464648578117,0.541535351421883,"vibogaw"
"contact260","stoolneg",1,1,0.386914127221248,0.613085872778752,"Ogvctiter2_new_titers"
"contact261","stoolneg",1,1,0.340072106041533,0.659927893958467,"vibogaw"
"contact261","stoolneg",1,1,0.396986155300668,0.603013844699332,"Ogvctiter2_new_titers"
"contact92","stoolneg",0,1,0.486436823410509,0.513563176589491,"vibogaw"
"contact92","stoolneg",0,1,0.261691398823055,0.738308601176945,"Ogvctiter2_new_titers"
"contact93","stoolneg",1,0,0.532778463727536,0.467221536272464,"vibogaw"
"contact93","stoolneg",1,1,0.411784720967888,0.588215279032112,"Ogvctiter2_new_titers"
"contact6","stoolneg",1,1,0.403417326129324,0.596582673870676,"vibogaw"
"contact6","stoolneg",1,1,0.403700744559878,0.596299255440122,"Ogvctiter2_new_titers"
"contact94","stoolneg",0,1,0.333128842932094,0.666871157067906,"Ogvctiter2_new_titers"
"contact94","stoolneg",0,1,0.472355891494128,0.527644108505872,"vibogaw"
"contact95","stoolneg",1,1,0.20624495328373,0.79375504671627,"Ogvctiter2_new_titers"
"contact95","stoolneg",1,1,0.261662340776698,0.738337659223302,"vibogaw"
"contact96","stoolneg",1,1,0.275435149611311,0.724564850388689,"vibogaw"
"contact96","stoolneg",1,1,0.430460313538371,0.569539686461629,"Ogvctiter2_new_titers"
"contact97","stoolneg",1,1,0.354164817294848,0.645835182705152,"Ogvctiter2_new_titers"
"contact97","stoolneg",1,1,0.258144061988063,0.741855938011936,"vibogaw"
"contact98","stoolneg",0,1,0.314100403307563,0.685899596692436,"Ogvctiter2_new_titers"
"contact98","stoolneg",0,1,0.470883645542625,0.529116354457375,"vibogaw"
"contact99","stoolneg",1,1,0.31471205102517,0.685287948974829,"Ogvctiter2_new_titers"
"contact99","stoolneg",1,1,0.193565825604564,0.806434174395437,"vibogaw"
"contact100","stoolneg",1,1,0.322303165019536,0.677696834980464,"Ogvctiter2_new_titers"
"contact100","stoolneg",1,1,0.345148108603643,0.654851891396357,"vibogaw"
"contact101","stoolneg",1,0,0.597113634619595,0.402886365380405,"vibogaw"
"contact101","stoolneg",1,1,0.453882272990168,0.546117727009832,"Ogvctiter2_new_titers"
"contact102","stoolneg",1,1,0.410736858166774,0.589263141833226,"vibogaw"
"contact102","stoolneg",1,1,0.237617724535526,0.762382275464474,"Ogvctiter2_new_titers"
"contact103","stoolneg",1,0,0.731970856822058,0.268029143177942,"vibogaw"
"contact103","stoolneg",1,1,0.478172200168254,0.521827799831747,"Ogvctiter2_new_titers"
"contact104","stoolneg",1,0,0.664200885848758,0.335799114151242,"Ogvctiter2_new_titers"
"contact104","stoolneg",1,0,0.599814438300779,0.400185561699221,"vibogaw"
"contact105","stoolneg",1,1,0.201445665475735,0.798554334524265,"Ogvctiter2_new_titers"
"contact105","stoolneg",1,1,0.202312035324498,0.797687964675502,"vibogaw"
"contact106","stoolneg",1,1,0.460345176572654,0.539654823427346,"Ogvctiter2_new_titers"
"contact106","stoolneg",1,1,0.411546820315048,0.588453179684952,"vibogaw"
"contact107","stoolneg",0,0,0.576564373015186,0.423435626984814,"Ogvctiter2_new_titers"
"contact107","stoolneg",0,0,0.527850370905325,0.472149629094675,"vibogaw"
"contact108","stoolneg",0,1,0.451118941258262,0.548881058741738,"vibogaw"
"contact108","stoolneg",0,0,0.552567859599981,0.447432140400019,"Ogvctiter2_new_titers"
"contact109","stoolneg",1,1,0.39191534803346,0.60808465196654,"Ogvctiter2_new_titers"
"contact109","stoolneg",1,1,0.343602880581751,0.656397119418249,"vibogaw"
"contact110","stoolneg",1,1,0.437941401245813,0.562058598754186,"Ogvctiter2_new_titers"
"contact110","stoolneg",1,1,0.391190624618759,0.608809375381241,"vibogaw"
"contact111","stoolneg",1,1,0.258746766709383,0.741253233290617,"Ogvctiter2_new_titers"
"contact111","stoolneg",1,1,0.327487551638249,0.672512448361751,"vibogaw"
"contact112","stoolneg",1,0,0.513563304501657,0.486436695498343,"Ogvctiter2_new_titers"
"contact112","stoolneg",1,1,0.329416626609545,0.670583373390455,"vibogaw"
"contact113","stoolneg",1,1,0.347631751173663,0.652368248826337,"vibogaw"
"contact113","stoolneg",1,1,0.394647537412709,0.605352462587292,"Ogvctiter2_new_titers"
"contact114","stoolneg",1,1,0.470041063228139,0.529958936771861,"vibogaw"
"contact114","stoolneg",1,0,0.533439138200981,0.466560861799019,"Ogvctiter2_new_titers"
"contact115","stoolneg",1,0,0.681622955892578,0.318377044107422,"Ogvctiter2_new_titers"
"contact115","stoolneg",1,0,0.529400888799884,0.470599111200116,"vibogaw"
"contact116","stoolneg",1,1,0.308622998007325,0.691377001992675,"vibogaw"
"contact116","stoolneg",1,1,0.349248011220805,0.650751988779194,"Ogvctiter2_new_titers"
"contact7","stoolneg",1,0,0.574982933054219,0.425017066945781,"vibogaw"
"contact7","stoolneg",1,1,0.438392246625065,0.561607753374936,"Ogvctiter2_new_titers"
"contact117","stoolneg",1,1,0.18278290578101,0.81721709421899,"Ogvctiter2_new_titers"
"contact117","stoolneg",1,1,0.31988103312666,0.68011896687334,"vibogaw"
"contact118","stoolneg",1,0,0.672120478755851,0.327879521244149,"Ogvctiter2_new_titers"
"contact118","stoolneg",1,0,0.641055415589743,0.358944584410257,"vibogaw"
"contact119","stoolneg",0,1,0.287348326346856,0.712651673653144,"Ogvctiter2_new_titers"
"contact119","stoolneg",0,1,0.269862376929057,0.730137623070943,"vibogaw"
"contact120","stoolneg",0,1,0.431144862047998,0.568855137952001,"Ogvctiter2_new_titers"
"contact120","stoolneg",0,1,0.362362400688407,0.637637599311593,"vibogaw"
"contact121","stoolneg",0,1,0.420219435251711,0.579780564748289,"Ogvctiter2_new_titers"
"contact121","stoolneg",0,1,0.402418780595909,0.597581219404091,"vibogaw"
"contact122","stoolneg",0,1,0.220426530001647,0.779573469998353,"Ogvctiter2_new_titers"
"contact122","stoolneg",0,1,0.405025200384412,0.594974799615588,"vibogaw"
"contact123","stoolneg",0,1,0.160612449903898,0.839387550096103,"Ogvctiter2_new_titers"
"contact123","stoolneg",0,1,0.1071402031534,0.8928597968466,"vibogaw"
"contact124","stoolneg",1,1,0.334540074369216,0.665459925630784,"Ogvctiter2_new_titers"
"contact124","stoolneg",1,1,0.196341847699084,0.803658152300916,"vibogaw"
"contact8","stoolneg",0,1,0.242958165462848,0.757041834537151,"Ogvctiter2_new_titers"
"contact8","stoolneg",0,1,0.205571402307703,0.794428597692297,"vibogaw"
"contact125","stoolneg",1,1,0.215325980332017,0.784674019667983,"Ogvctiter2_new_titers"
"contact125","stoolneg",1,1,0.434932405417081,0.565067594582919,"vibogaw"
"contact126","stoolneg",1,1,0.316714384931375,0.683285615068625,"vibogaw"
"contact126","stoolneg",1,1,0.290686314270525,0.709313685729474,"Ogvctiter2_new_titers"
"contact127","stoolneg",1,1,0.196124550153149,0.803875449846851,"vibogaw"
"contact127","stoolneg",1,1,0.428587677484195,0.571412322515805,"Ogvctiter2_new_titers"
"contact128","stoolneg",0,0,0.557225669656282,0.442774330343718,"Ogvctiter2_new_titers"
"contact128","stoolneg",0,0,0.50373286695245,0.49626713304755,"vibogaw"
"contact129","stoolneg",1,1,0.255074040648034,0.744925959351966,"vibogaw"
"contact129","stoolneg",1,1,0.310823029284098,0.689176970715902,"Ogvctiter2_new_titers"
"contact9","stoolneg",1,1,0.154183152408307,0.845816847591693,"Ogvctiter2_new_titers"
"contact9","stoolneg",1,1,0.100275477498078,0.899724522501922,"vibogaw"
"contact130","stoolneg",0,1,0.205237835590622,0.794762164409378,"vibogaw"
"contact130","stoolneg",0,1,0.153517731017693,0.846482268982307,"Ogvctiter2_new_titers"
"contact10","stoolneg",1,0,0.551982119419969,0.448017880580031,"vibogaw"
"contact10","stoolneg",1,1,0.270695133762007,0.729304866237993,"Ogvctiter2_new_titers"
"contact131","stoolneg",1,0,0.529098104565714,0.470901895434286,"vibogaw"
"contact131","stoolneg",1,1,0.401320651123902,0.598679348876098,"Ogvctiter2_new_titers"
"contact133","stoolneg",1,1,0.284242601318531,0.715757398681469,"vibogaw"
"contact133","stoolneg",1,1,0.402977867467071,0.597022132532929,"Ogvctiter2_new_titers"
"contact134","stoolneg",1,1,0.375967621589797,0.624032378410203,"vibogaw"
"contact134","stoolneg",1,1,0.499151126994781,0.500848873005219,"Ogvctiter2_new_titers"
"contact135","stoolneg",1,1,0.439894698344312,0.560105301655688,"Ogvctiter2_new_titers"
"contact135","stoolneg",1,1,0.411103207954756,0.588896792045244,"vibogaw"
"contact136","stoolneg",1,1,0.305418822976989,0.694581177023012,"Ogvctiter2_new_titers"
"contact136","stoolneg",1,1,0.421833439264554,0.578166560735445,"vibogaw"
"contact138","stoolneg",1,0,0.520497786441286,0.479502213558714,"Ogvctiter2_new_titers"
"contact138","stoolneg",1,1,0.368132676838985,0.631867323161015,"vibogaw"
"contact139","stoolneg",0,1,0.24028249983161,0.75971750016839,"Ogvctiter2_new_titers"
"contact139","stoolneg",0,1,0.485405965508521,0.514594034491479,"vibogaw"
"contact140","stoolneg",0,0,0.575321007406767,0.424678992593233,"Ogvctiter2_new_titers"
"contact140","stoolneg",0,0,0.50490163601019,0.49509836398981,"vibogaw"
"contact141","stoolneg",1,0,0.524115136471716,0.475884863528284,"vibogaw"
"contact141","stoolneg",1,1,0.378108652939767,0.621891347060233,"Ogvctiter2_new_titers"
"contact142","stoolneg",1,1,0.441220404621179,0.558779595378821,"vibogaw"
"contact142","stoolneg",1,1,0.407236463789909,0.592763536210091,"Ogvctiter2_new_titers"
"contact143","stoolneg",1,0,0.727558775027003,0.272441224972997,"Ogvctiter2_new_titers"
"contact143","stoolneg",1,0,0.734133983182281,0.265866016817719,"vibogaw"
"contact144","stoolneg",1,0,0.553837768101353,0.446162231898647,"Ogvctiter2_new_titers"
"contact144","stoolneg",1,0,0.531059557801161,0.468940442198839,"vibogaw"
"contact145","stoolneg",0,1,0.46550596290964,0.534494037090359,"vibogaw"
"contact145","stoolneg",0,1,0.24669999730232,0.75330000269768,"Ogvctiter2_new_titers"
"contact12","stoolneg",0,1,0.476220326659066,0.523779673340934,"vibogaw"
"contact12","stoolneg",0,1,0.324430537509446,0.675569462490553,"Ogvctiter2_new_titers"
"contact13","stoolneg",1,0,0.624099271222415,0.375900728777585,"vibogaw"
"contact13","stoolneg",1,1,0.416828690551795,0.583171309448205,"Ogvctiter2_new_titers"
"contact146","stoolneg",1,1,0.4122012366976,0.5877987633024,"vibogaw"
"contact146","stoolneg",1,1,0.457528593091636,0.542471406908363,"Ogvctiter2_new_titers"
"contact147","stoolneg",1,1,0.488260843061308,0.511739156938692,"vibogaw"
"contact147","stoolneg",1,1,0.333887462687811,0.666112537312189,"Ogvctiter2_new_titers"
"contact148","stoolneg",0,1,0.484130248741627,0.515869751258373,"vibogaw"
"contact148","stoolneg",0,1,0.365783303371036,0.634216696628964,"Ogvctiter2_new_titers"
"contact149","stoolneg",1,1,0.275291424077299,0.724708575922701,"Ogvctiter2_new_titers"
"contact149","stoolneg",1,1,0.345136644925423,0.654863355074577,"vibogaw"
"contact150","stoolneg",1,1,0.393583035407146,0.606416964592854,"Ogvctiter2_new_titers"
"contact150","stoolneg",1,1,0.466474934332094,0.533525065667905,"vibogaw"
"contact14","stoolneg",0,1,0.278760861687332,0.721239138312668,"vibogaw"
"contact14","stoolneg",0,1,0.389496499707723,0.610503500292276,"Ogvctiter2_new_titers"
"contact15","stoolneg",0,0,0.572739592747295,0.427260407252705,"Ogvctiter2_new_titers"
"contact15","stoolneg",0,1,0.499175059013915,0.500824940986085,"vibogaw"
"contact151","stoolneg",1,1,0.386147803078415,0.613852196921585,"Ogvctiter2_new_titers"
"contact151","stoolneg",1,0,0.607767881383324,0.392232118616676,"vibogaw"
"contact16","stoolneg",0,0,0.640053995918083,0.359946004081917,"Ogvctiter2_new_titers"
"contact16","stoolneg",0,0,0.671798538278028,0.328201461721972,"vibogaw"
